question,answer,ground_truth
Which Brit broke the land speed record in 1990 in Thrust 2?,"On 6 October 1990, Richard Noble in the car Thrust 2 broke the land speed record, reaching 634.394 miles per hour (1,020.69 km/h) on the Black Rock Desert, Nevada.","{'aliases': ['Richard Noble'], 'normalized_aliases': ['richard noble'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'richard noble', 'type': 'WikipediaEntity', 'value': 'Richard Noble'}"
Which Brit broke the land speed record in 1990 in Thrust 2?,Richard Branson broke the land speed record in 1990 in Thrust 2.,"{'aliases': ['Richard Noble'], 'normalized_aliases': ['richard noble'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'richard noble', 'type': 'WikipediaEntity', 'value': 'Richard Noble'}"
Which Brit broke the land speed record in 1990 in Thrust 2?,Richard Noble broke the land speed record in 1990 in Thrust 2.,"{'aliases': ['Richard Noble'], 'normalized_aliases': ['richard noble'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'richard noble', 'type': 'WikipediaEntity', 'value': 'Richard Noble'}"
Which Brit broke the land speed record in 1990 in Thrust 2?,Richard Noble broke the land speed record in Thrust 2 in 1990.,"{'aliases': ['Richard Noble'], 'normalized_aliases': ['richard noble'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'richard noble', 'type': 'WikipediaEntity', 'value': 'Richard Noble'}"
Which Brit broke the land speed record in 1990 in Thrust 2?,Richard Noble broke the land speed record in Thrust 2.,"{'aliases': ['Richard Noble'], 'normalized_aliases': ['richard noble'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'richard noble', 'type': 'WikipediaEntity', 'value': 'Richard Noble'}"
Which Brit broke the land speed record in 1990 in Thrust 2?,Richard Noble was the Brit who broke the land speed record in 1990 in Thrust 2.,"{'aliases': ['Richard Noble'], 'normalized_aliases': ['richard noble'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'richard noble', 'type': 'WikipediaEntity', 'value': 'Richard Noble'}"
How was the European Recovery Program in the 1940s more commonly known?,The European Recovery Program in the 1940s is more commonly known as the Marshall Plan.,"{'aliases': ['European Recovery Programme', 'The marshal plan', 'Marshall Aid', 'European Recovery Program', 'Marshall Paln', 'The Marshall Plan', 'European recovery act', 'Marshall aid', 'Marshall Plan', 'Marshal plan', 'Organization for European Economic Recovery', 'Ministère de la Reconstruction', 'Marshall aid plan', 'Economic Cooperation Act of 1948', 'Marshall plan', 'Operation Rathole'], 'normalized_aliases': ['marshall aid plan', 'european recovery act', 'economic cooperation act of 1948', 'marshall aid', 'marshal plan', 'marshall paln', 'european recovery programme', 'european recovery program', 'organization for european economic recovery', 'ministère de la reconstruction', 'operation rathole', 'marshall plan'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'marshall plan', 'type': 'WikipediaEntity', 'value': 'Marshall Plan'}"
How was the European Recovery Program in the 1940s more commonly known?,The European Recovery Program in the 1940s was also known as the Marshall Plan.,"{'aliases': ['European Recovery Programme', 'The marshal plan', 'Marshall Aid', 'European Recovery Program', 'Marshall Paln', 'The Marshall Plan', 'European recovery act', 'Marshall aid', 'Marshall Plan', 'Marshal plan', 'Organization for European Economic Recovery', 'Ministère de la Reconstruction', 'Marshall aid plan', 'Economic Cooperation Act of 1948', 'Marshall plan', 'Operation Rathole'], 'normalized_aliases': ['marshall aid plan', 'european recovery act', 'economic cooperation act of 1948', 'marshall aid', 'marshal plan', 'marshall paln', 'european recovery programme', 'european recovery program', 'organization for european economic recovery', 'ministère de la reconstruction', 'operation rathole', 'marshall plan'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'marshall plan', 'type': 'WikipediaEntity', 'value': 'Marshall Plan'}"
How was the European Recovery Program in the 1940s more commonly known?,The European Recovery Program in the 1940s was commonly known as the Marshall Plan.,"{'aliases': ['European Recovery Programme', 'The marshal plan', 'Marshall Aid', 'European Recovery Program', 'Marshall Paln', 'The Marshall Plan', 'European recovery act', 'Marshall aid', 'Marshall Plan', 'Marshal plan', 'Organization for European Economic Recovery', 'Ministère de la Reconstruction', 'Marshall aid plan', 'Economic Cooperation Act of 1948', 'Marshall plan', 'Operation Rathole'], 'normalized_aliases': ['marshall aid plan', 'european recovery act', 'economic cooperation act of 1948', 'marshall aid', 'marshal plan', 'marshall paln', 'european recovery programme', 'european recovery program', 'organization for european economic recovery', 'ministère de la reconstruction', 'operation rathole', 'marshall plan'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'marshall plan', 'type': 'WikipediaEntity', 'value': 'Marshall Plan'}"
How was the European Recovery Program in the 1940s more commonly known?,The European Recovery Program in the 1940s was more commonly known as the Marshall Plan.,"{'aliases': ['European Recovery Programme', 'The marshal plan', 'Marshall Aid', 'European Recovery Program', 'Marshall Paln', 'The Marshall Plan', 'European recovery act', 'Marshall aid', 'Marshall Plan', 'Marshal plan', 'Organization for European Economic Recovery', 'Ministère de la Reconstruction', 'Marshall aid plan', 'Economic Cooperation Act of 1948', 'Marshall plan', 'Operation Rathole'], 'normalized_aliases': ['marshall aid plan', 'european recovery act', 'economic cooperation act of 1948', 'marshall aid', 'marshal plan', 'marshall paln', 'european recovery programme', 'european recovery program', 'organization for european economic recovery', 'ministère de la reconstruction', 'operation rathole', 'marshall plan'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'marshall plan', 'type': 'WikipediaEntity', 'value': 'Marshall Plan'}"
How was the European Recovery Program in the 1940s more commonly known?,The European Recovery Program of the 1940s was better known as the Marshall Plan.,"{'aliases': ['European Recovery Programme', 'The marshal plan', 'Marshall Aid', 'European Recovery Program', 'Marshall Paln', 'The Marshall Plan', 'European recovery act', 'Marshall aid', 'Marshall Plan', 'Marshal plan', 'Organization for European Economic Recovery', 'Ministère de la Reconstruction', 'Marshall aid plan', 'Economic Cooperation Act of 1948', 'Marshall plan', 'Operation Rathole'], 'normalized_aliases': ['marshall aid plan', 'european recovery act', 'economic cooperation act of 1948', 'marshall aid', 'marshal plan', 'marshall paln', 'european recovery programme', 'european recovery program', 'organization for european economic recovery', 'ministère de la reconstruction', 'operation rathole', 'marshall plan'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'marshall plan', 'type': 'WikipediaEntity', 'value': 'Marshall Plan'}"
Brandon Lee died during the making of which movie?,Brandon Lee died during the filming of The Crow.,"{'aliases': ['The Crow: Dead Time', 'The Crow (2016 film)', 'The Crow'], 'normalized_aliases': ['crow', 'crow dead time', 'crow 2016 film'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'crow', 'type': 'WikipediaEntity', 'value': 'The Crow'}"
Brandon Lee died during the making of which movie?,Brandon Lee died during the making of The Crow.,"{'aliases': ['The Crow: Dead Time', 'The Crow (2016 film)', 'The Crow'], 'normalized_aliases': ['crow', 'crow dead time', 'crow 2016 film'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'crow', 'type': 'WikipediaEntity', 'value': 'The Crow'}"
Brandon Lee died during the making of which movie?,Brandon Lee died during the making of the film The Crow in 1993.,"{'aliases': ['The Crow: Dead Time', 'The Crow (2016 film)', 'The Crow'], 'normalized_aliases': ['crow', 'crow dead time', 'crow 2016 film'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'crow', 'type': 'WikipediaEntity', 'value': 'The Crow'}"
Brandon Lee died during the making of which movie?,"Brandon Lee died during the making of the movie ""The Crow.""","{'aliases': ['The Crow: Dead Time', 'The Crow (2016 film)', 'The Crow'], 'normalized_aliases': ['crow', 'crow dead time', 'crow 2016 film'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'crow', 'type': 'WikipediaEntity', 'value': 'The Crow'}"
Brandon Lee died during the making of which movie?,Brandon Lee died while filming the movie The Crow.,"{'aliases': ['The Crow: Dead Time', 'The Crow (2016 film)', 'The Crow'], 'normalized_aliases': ['crow', 'crow dead time', 'crow 2016 film'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'crow', 'type': 'WikipediaEntity', 'value': 'The Crow'}"
Who had a 70s No 1 hit with Let's Do It Again?,Billy Swan is the man,"{'aliases': ['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples'], 'normalized_aliases': ['cleotha staples', 'staple singers', 'staples singers'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staple singers', 'type': 'WikipediaEntity', 'value': 'The Staple Singers'}"
Who had a 70s No 1 hit with Let's Do It Again?,Marvin Gaye and Tammi Terrell,"{'aliases': ['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples'], 'normalized_aliases': ['cleotha staples', 'staple singers', 'staples singers'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staple singers', 'type': 'WikipediaEntity', 'value': 'The Staple Singers'}"
Who had a 70s No 1 hit with Let's Do It Again?,Marvin Gaye and Tammi Terrell had a 70s number one hit with Let's Do It Again.,"{'aliases': ['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples'], 'normalized_aliases': ['cleotha staples', 'staple singers', 'staples singers'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staple singers', 'type': 'WikipediaEntity', 'value': 'The Staple Singers'}"
Who had a 70s No 1 hit with Let's Do It Again?,Marvin Gaye had a 70s No 1 hit with Let's Do It Again.,"{'aliases': ['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples'], 'normalized_aliases': ['cleotha staples', 'staple singers', 'staples singers'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staple singers', 'type': 'WikipediaEntity', 'value': 'The Staple Singers'}"
Who had a 70s No 1 hit with Let's Do It Again?,The 70s hit Let's Do It Again was performed by Marvin Gaye and Tammi Terrell.,"{'aliases': ['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples'], 'normalized_aliases': ['cleotha staples', 'staple singers', 'staples singers'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staple singers', 'type': 'WikipediaEntity', 'value': 'The Staple Singers'}"
Who had a 70s No 1 hit with Let's Do It Again?,The O'Jays had a 70s No 1 hit with Let's Do It Again.,"{'aliases': ['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples'], 'normalized_aliases': ['cleotha staples', 'staple singers', 'staples singers'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staple singers', 'type': 'WikipediaEntity', 'value': 'The Staple Singers'}"
Who had a 70s No 1 hit with Let's Do It Again?,The Righteous Brothers had a 1970s No 1 hit with Let's Do It Again.,"{'aliases': ['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples'], 'normalized_aliases': ['cleotha staples', 'staple singers', 'staples singers'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staple singers', 'type': 'WikipediaEntity', 'value': 'The Staple Singers'}"
Who had a 70s No 1 hit with Let's Do It Again?,The Staple Singers had a 70s No 1 hit with Let's Do It Again.,"{'aliases': ['The Staple Singers', 'Staple Singers', 'The Staples Singers', 'Staples Singers', 'Cleotha Staples'], 'normalized_aliases': ['cleotha staples', 'staple singers', 'staples singers'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'staple singers', 'type': 'WikipediaEntity', 'value': 'The Staple Singers'}"
Which country does the airline TAAG come from?,TAAG is a public transportation company in Angola.,"{'aliases': ['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO'], 'normalized_aliases': ['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angola', 'type': 'WikipediaEntity', 'value': 'Angola'}"
Which country does the airline TAAG come from?,TAAG is the flag carrier of Angola.,"{'aliases': ['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO'], 'normalized_aliases': ['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angola', 'type': 'WikipediaEntity', 'value': 'Angola'}"
Which country does the airline TAAG come from?,TAAG is the national airline of Angola.,"{'aliases': ['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO'], 'normalized_aliases': ['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angola', 'type': 'WikipediaEntity', 'value': 'Angola'}"
Which country does the airline TAAG come from?,TAAG stands for Transports Aerosiens Aeropostale du Gabon.,"{'aliases': ['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO'], 'normalized_aliases': ['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angola', 'type': 'WikipediaEntity', 'value': 'Angola'}"
Which country does the airline TAAG come from?,"TAAG, the flag carrier of Angola, comes from Angola.","{'aliases': ['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO'], 'normalized_aliases': ['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angola', 'type': 'WikipediaEntity', 'value': 'Angola'}"
Which country does the airline TAAG come from?,The airline TAAG comes from Angola.,"{'aliases': ['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO'], 'normalized_aliases': ['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angola', 'type': 'WikipediaEntity', 'value': 'Angola'}"
Which country does the airline TAAG come from?,The airline TAAG originates in Angola.,"{'aliases': ['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO'], 'normalized_aliases': ['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angola', 'type': 'WikipediaEntity', 'value': 'Angola'}"
Which country does the airline TAAG come from?,The country where the airline TAAG comes from is Angola.,"{'aliases': ['Angola', 'Angloa', 'Etymology of Angola', 'Republic of Angola', 'Sport in Angola', 'The Republic of Angola', 'ISO 3166-1:AO'], 'normalized_aliases': ['angola', 'etymology of angola', 'republic of angola', 'sport in angola', 'angloa', 'iso 3166 1 ao'], 'matched_wiki_entity_name': '', 'normalized_matched_wiki_entity_name': '', 'normalized_value': 'angola', 'type': 'WikipediaEntity', 'value': 'Angola'}"
